Episodio n;Titulo;URL;Año;Mes
Episodio 180;Festival de Folk Moscú - 20/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-festival-folk-moscu-20-04-09/482846/;2009;4
Episodio 181;Festival de Moscú - 21/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-festival-internacional-musica-folk-moscu-21-04-09/483836/;2009;4
Episodio 182;Festival de Moscú - 22/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-festival-internacional-moscu-22-04-09/484865/;2009;4
Episodio 183;Discópolis - 23/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-23-04-09/486403/;2009;4
Episodio 184;Discópolis - 24/04/09;https://www.rtve.es/play/audios/discopolis/discopolis-24-04-09/487577/;2009;4
Episodio 185;Discópolis - 27/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-27-04-09/490256/;2009;4
Episodio 186;Discópolis - 28/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-28-04-09/491393/;2009;4
Episodio 187;Discópolis - 30/04/09;http://www.rtve.es/play/audios/discopolis/discopolis-30-04-09/493496/;2009;4
Episodio 188;Discópolis - 29/04/09;https://www.rtve.es/play/audios/discopolis/discopolis-29-04-09/492457/;2009;5
Episodio 189;Discópolis - 01/05/09;http://www.rtve.es/play/audios/discopolis/discopolis-01-05-09/493195/;2009;5
Episodio 190;Discópolis - 04/05/09;http://www.rtve.es/play/audios/discopolis/discopolis-04-05-09/497416/;2009;5
Episodio 191;Discópolis - 05/05/09;https://www.rtve.es/play/audios/discopolis/discopolis-05-05-09/498559/;2009;5
Episodio 192;Discópolis - 06/05/09;http://www.rtve.es/play/audios/discopolis/discopolis-06-05-09/499689/;2009;5
Episodio 193;Discópolis - 08/05/09;http://www.rtve.es/play/audios/discopolis/discopolis-08-05-09/501456/;2009;5
Episodio 194;Discópolis - 11/05/09;http://www.rtve.es/play/audios/discopolis/discopolis-11-05-09/502825/;2009;5
Episodio 195;Especial Antonio Vega - 12/05/09;http://www.rtve.es/play/audios/discopolis/discopolis-especial-antonio-vega-12-05-09/503618/;2009;5
Episodio 196;Discópolis - 14/05/09;http://www.rtve.es/play/audios/discopolis/discopolis-14-05-09/504430/;2009;5
Episodio 197;Discópolis - 14/05/09;http://www.rtve.es/play/audios/discopolis/discopolis-14-05-09/505303/;2009;5
Episodio 198;Eleftheria Arvanitakis - 15/05/09;http://www.rtve.es/play/audios/discopolis/discopolis-entrevista-eleftheria-arvanitakis-15-05-09/505712/;2009;5
Episodio 199;Entrevista a Seun Kuti - 18/05/09;https://www.rtve.es/play/audios/discopolis/discopolis-entrevista-seun-kuti-18-05-09/507698/;2009;5
Episodio 200;Discópolis - 19/05/09;http://www.rtve.es/play/audios/discopolis/discopolis-19-05-09/508490/;2009;5
Episodio 201;Discópolis - 20/05/09;https://www.rtve.es/play/audios/discopolis/discopolis-20-05-09/509118/;2009;5
Episodio 202;Discópolis - 21/05/09;https://www.rtve.es/play/audios/discopolis/discopolis-21-05-09/509799/;2009;5
Episodio 203;La Musgaña - 22/05/09;http://www.rtve.es/play/audios/discopolis/discopolis-musgana-22-05-09/510252/;2009;5
Episodio 204;World Music - 25/05/09;https://www.rtve.es/play/audios/discopolis/discopolis-world-music-25-05-09/512258/;2009;5
Episodio 205;Ludmil Fotev - 26/05/09;https://www.rtve.es/play/audios/discopolis/discopolis-ludmil-fotev-26-05-09/513279/;2009;5
Episodio 206;World Music - 27/05/09;http://www.rtve.es/play/audios/discopolis/discopolis-world-music-27-05-09/514033/;2009;5
Episodio 207;World Music - 28/05/09;http://www.rtve.es/play/audios/discopolis/discopolis-world-music-28-05-09/514910/;2009;5
Episodio 208;Músicas del mundo - 29/05/09;http://www.rtve.es/play/audios/discopolis/discopolis-musicas-del-mundo-29-05-09/515687/;2009;5
Episodio 209;World Music Chart Euro - 01/06/09;https://www.rtve.es/play/audios/discopolis/discopolis-world-music-chart-euro-01-06-09/517213/;2009;6
Episodio 210;Miguel Poveda - 03/06/09;https://www.rtve.es/play/audios/discopolis/discopolis-miguel-poveda-03-06-09/518558/;2009;6
Episodio 211;La Lupe - 04/06/09;http://www.rtve.es/play/audios/discopolis/discopolis-lupe-04-06-09/519321/;2009;6
Episodio 212;Detelina Giorgieva - 05/06/09;http://www.rtve.es/play/audios/discopolis/discopolis-detelina-giorgieva-05-06-09/520147/;2009;6
Episodio 213;Al Tall - 08/06/09;https://www.rtve.es/play/audios/discopolis/discopolis-tall-08-06-09/521797/;2009;6
Episodio 214;Discópolis - 10/06/09;http://www.rtve.es/play/audios/discopolis/discopolis-10-06-09/523331/;2009;6
Episodio 215;Discópolis - 11/06/09;http://www.rtve.es/play/audios/discopolis/discopolis-11-06-09/523785/;2009;6
Episodio 216;Discópolis - 12/06/09;http://www.rtve.es/play/audios/discopolis/discopolis-12-06-09/524439/;2009;6
Episodio 217;Carlos Núñez - 16/06/09;http://www.rtve.es/play/audios/discopolis/discopolis-carlos-nunez-16-06-09/526461/;2009;6
